Time,Traffic_Level,Passenger_Count,Weather_Condition_Clear,Weather_Condition_Rainy,Weather_Condition_Snowy
2024-01-07 22:00:00,3,254,False,False,True
2024-01-07 23:00:00,2,203,False,False,True
2024-01-08 00:00:00,5,57,False,True,False
2024-01-08 01:00:00,6,158,True,False,False
2024-01-08 02:00:00,7,214,False,True,False
2024-01-08 03:00:00,4,34,True,False,False
2024-01-08 04:00:00,7,276,False,False,True
2024-01-08 05:00:00,8,154,False,False,True
2024-01-08 06:00:00,1,20,True,False,False
2024-01-08 07:00:00,6,68,True,False,False
2024-01-08 08:00:00,8,115,False,True,False
2024-01-08 09:00:00,5,220,True,False,False
2024-01-08 10:00:00,4,45,True,False,False
2024-01-08 11:00:00,2,254,True,False,False
2024-01-08 12:00:00,6,263,False,True,False
2024-01-08 13:00:00,6,70,True,False,False
2024-01-08 14:00:00,1,100,False,False,True
2024-01-08 15:00:00,9,55,False,True,False
2024-01-08 16:00:00,6,86,False,True,False
2024-01-08 17:00:00,3,148,False,False,True
2024-01-08 18:00:00,4,174,False,False,True
2024-01-08 19:00:00,4,264,False,False,True
2024-01-08 20:00:00,3,130,True,False,False
2024-01-08 21:00:00,3,187,False,False,True
2024-01-08 22:00:00,3,161,True,False,False
2024-01-08 23:00:00,4,216,False,True,False
2024-01-09 00:00:00,7,128,False,True,False
2024-01-09 01:00:00,4,98,False,False,True
2024-01-09 02:00:00,9,180,True,False,False
2024-01-09 03:00:00,1,38,False,False,True
2024-01-09 04:00:00,8,146,False,False,True
2024-01-09 05:00:00,7,224,True,False,False
2024-01-09 06:00:00,2,48,False,False,True
2024-01-09 07:00:00,8,226,False,True,False
2024-01-09 08:00:00,1,299,False,False,True
2024-01-09 09:00:00,9,170,True,False,False
2024-01-09 10:00:00,9,259,True,False,False
2024-01-09 11:00:00,2,285,False,True,False
2024-01-09 12:00:00,7,201,True,False,False
2024-01-09 13:00:00,3,124,True,False,False
2024-01-09 14:00:00,7,255,False,True,False
2024-01-09 15:00:00,9,192,False,False,True
2024-01-09 16:00:00,4,177,False,True,False
2024-01-09 17:00:00,1,191,False,False,True
2024-01-09 18:00:00,2,176,False,True,False
2024-01-09 19:00:00,1,277,False,False,True
2024-01-09 20:00:00,5,183,False,True,False
2024-01-09 21:00:00,5,166,False,False,True
2024-01-09 22:00:00,7,173,False,True,False
2024-01-09 23:00:00,9,57,False,False,True
2024-01-10 00:00:00,9,150,False,True,False
2024-01-10 01:00:00,3,274,True,False,False
2024-01-10 02:00:00,3,227,False,False,True
2024-01-10 03:00:00,3,114,False,True,False
2024-01-10 04:00:00,4,190,False,False,True
2024-01-10 05:00:00,8,269,False,False,True
2024-01-10 06:00:00,6,209,False,True,False
2024-01-10 07:00:00,8,218,False,False,True
2024-01-10 08:00:00,1,240,False,True,False
2024-01-10 09:00:00,8,43,True,False,False
2024-01-10 10:00:00,4,263,False,False,True
2024-01-10 11:00:00,1,147,True,False,False
2024-01-10 12:00:00,8,112,False,False,True
2024-01-10 13:00:00,4,152,False,False,True
2024-01-10 14:00:00,6,74,False,False,True
2024-01-10 15:00:00,8,177,False,True,False
2024-01-10 16:00:00,4,48,True,False,False
2024-01-10 17:00:00,3,230,False,False,True
2024-01-10 18:00:00,9,173,False,True,False
2024-01-10 19:00:00,3,241,False,False,True
2024-01-10 20:00:00,9,134,False,True,False
2024-01-10 21:00:00,2,177,False,False,True
2024-01-10 22:00:00,2,278,True,False,False
2024-01-10 23:00:00,2,270,True,False,False
2024-01-11 00:00:00,6,141,False,False,True
2024-01-11 01:00:00,3,282,False,True,False
2024-01-11 02:00:00,9,68,False,False,True
2024-01-11 03:00:00,4,96,False,True,False
2024-01-11 04:00:00,1,146,False,False,True
2024-01-11 05:00:00,4,216,False,True,False
2024-01-11 06:00:00,1,240,True,False,False
2024-01-11 07:00:00,5,110,False,False,True
2024-01-11 08:00:00,4,27,True,False,False
2024-01-11 09:00:00,8,51,True,False,False
2024-01-11 10:00:00,8,288,False,False,True
2024-01-11 11:00:00,7,210,False,False,True
2024-01-11 12:00:00,3,182,False,True,False
2024-01-11 13:00:00,1,80,False,True,False
2024-01-11 14:00:00,1,283,True,False,False
2024-01-11 15:00:00,3,114,False,True,False
2024-01-11 16:00:00,6,60,False,True,False
2024-01-11 17:00:00,7,168,False,False,True
2024-01-11 18:00:00,6,223,False,True,False
2024-01-11 19:00:00,6,286,True,False,False
2024-01-11 20:00:00,6,21,False,True,False
2024-01-11 21:00:00,3,197,True,False,False
2024-01-11 22:00:00,6,213,False,False,True
2024-01-11 23:00:00,8,215,True,False,False
2024-01-12 00:00:00,2,268,False,True,False
2024-01-12 01:00:00,5,231,False,False,True
2024-01-12 02:00:00,1,172,False,True,False
2024-01-12 03:00:00,1,177,False,False,True
2024-01-12 04:00:00,5,158,False,False,True
2024-01-12 05:00:00,3,240,False,True,False
2024-01-12 06:00:00,4,292,False,True,False
2024-01-12 07:00:00,3,173,False,False,True
2024-01-12 08:00:00,1,268,False,False,True
2024-01-12 09:00:00,1,298,False,True,False
2024-01-12 10:00:00,5,295,True,False,False
2024-01-12 11:00:00,6,21,False,True,False
2024-01-12 12:00:00,3,107,False,False,True
2024-01-12 13:00:00,9,149,False,True,False
2024-01-12 14:00:00,5,97,True,False,False
2024-01-12 15:00:00,8,279,False,True,False
2024-01-12 16:00:00,1,260,False,False,True
2024-01-12 17:00:00,5,160,False,True,False
2024-01-12 18:00:00,3,247,False,False,True
2024-01-12 19:00:00,1,182,False,False,True
2024-01-12 20:00:00,4,255,False,True,False
2024-01-12 21:00:00,5,147,False,False,True
2024-01-12 22:00:00,7,219,False,False,True
2024-01-12 23:00:00,1,50,True,False,False
2024-01-13 00:00:00,3,157,True,False,False
2024-01-13 01:00:00,2,40,True,False,False
2024-01-13 02:00:00,9,253,True,False,False
2024-01-13 03:00:00,6,221,False,False,True
2024-01-13 04:00:00,3,298,False,True,False
2024-01-13 05:00:00,8,150,False,False,True
2024-01-13 06:00:00,8,167,False,False,True
2024-01-13 07:00:00,2,48,False,False,True
2024-01-13 08:00:00,6,181,False,True,False
2024-01-13 09:00:00,7,80,True,False,False
2024-01-13 10:00:00,2,144,False,False,True
2024-01-13 11:00:00,2,90,False,False,True
2024-01-13 12:00:00,1,262,True,False,False
2024-01-13 13:00:00,8,268,False,False,True
2024-01-13 14:00:00,1,240,False,True,False
2024-01-13 15:00:00,9,40,False,False,True
2024-01-13 16:00:00,6,101,False,False,True
2024-01-13 17:00:00,7,29,True,False,False
2024-01-13 18:00:00,7,31,False,False,True
2024-01-13 19:00:00,3,282,False,False,True
2024-01-13 20:00:00,2,164,False,True,False
2024-01-13 21:00:00,9,211,True,False,False
2024-01-13 22:00:00,8,269,True,False,False
2024-01-13 23:00:00,7,133,False,True,False
2024-01-14 00:00:00,9,45,False,False,True
2024-01-14 01:00:00,4,290,True,False,False
2024-01-14 02:00:00,4,52,True,False,False
2024-01-14 03:00:00,1,81,False,False,True
2024-01-14 04:00:00,8,248,False,False,True
2024-01-14 05:00:00,3,114,True,False,False
2024-01-14 06:00:00,7,54,False,False,True
2024-01-14 07:00:00,2,212,True,False,False
2024-01-14 08:00:00,2,95,False,False,True
2024-01-14 09:00:00,7,268,False,False,True
2024-01-14 10:00:00,6,102,False,True,False
2024-01-14 11:00:00,3,44,False,False,True
2024-01-14 12:00:00,9,76,False,True,False
2024-01-14 13:00:00,6,51,False,False,True
2024-01-14 14:00:00,6,31,True,False,False
2024-01-14 15:00:00,1,111,True,False,False
2024-01-14 16:00:00,4,20,False,False,True
2024-01-14 17:00:00,6,155,False,False,True
2024-01-14 18:00:00,6,215,True,False,False
2024-01-14 19:00:00,5,152,False,False,True
2024-01-14 20:00:00,1,105,False,True,False
2024-01-14 21:00:00,8,298,False,True,False
2024-01-14 22:00:00,5,199,False,True,False
2024-01-14 23:00:00,5,23,False,True,False
2024-01-15 00:00:00,7,145,False,True,False
2024-01-15 01:00:00,4,194,False,False,True
2024-01-15 02:00:00,6,270,False,False,True
2024-01-15 03:00:00,4,40,False,True,False
2024-01-15 04:00:00,3,124,False,False,True
2024-01-15 05:00:00,7,85,False,False,True
2024-01-15 06:00:00,8,282,False,True,False
2024-01-15 07:00:00,4,68,False,False,True
2024-01-15 08:00:00,2,35,False,False,True
2024-01-15 09:00:00,3,164,False,False,True
2024-01-15 10:00:00,1,269,False,True,False
2024-01-15 11:00:00,8,94,False,False,True
2024-01-15 12:00:00,3,85,True,False,False
2024-01-15 13:00:00,7,144,True,False,False
2024-01-15 14:00:00,5,106,False,True,False
2024-01-15 15:00:00,5,60,True,False,False
2024-01-15 16:00:00,7,205,False,True,False
2024-01-15 17:00:00,9,285,True,False,False
2024-01-15 18:00:00,5,290,True,False,False
2024-01-15 19:00:00,1,61,True,False,False
2024-01-15 20:00:00,1,112,False,True,False
2024-01-15 21:00:00,2,204,False,True,False
2024-01-15 22:00:00,6,234,False,False,True
2024-01-15 23:00:00,9,36,False,True,False
2024-01-16 00:00:00,8,284,True,False,False
2024-01-16 01:00:00,5,133,True,False,False
2024-01-16 02:00:00,1,67,False,True,False
2024-01-16 03:00:00,7,116,False,True,False
2024-01-16 04:00:00,5,114,False,True,False
2024-01-16 05:00:00,6,93,False,False,True
2024-01-16 06:00:00,7,87,True,False,False
2024-01-16 07:00:00,3,265,False,False,True
2024-01-16 08:00:00,3,96,False,False,True
2024-01-16 09:00:00,5,227,True,False,False
2024-01-16 10:00:00,6,273,True,False,False
2024-01-16 11:00:00,9,240,False,True,False
2024-01-16 12:00:00,5,281,False,True,False
2024-01-16 13:00:00,1,278,False,False,True
2024-01-16 14:00:00,4,93,False,True,False
2024-01-16 15:00:00,5,144,False,True,False
2024-01-16 16:00:00,5,207,True,False,False
2024-01-16 17:00:00,7,273,True,False,False
2024-01-16 18:00:00,4,254,False,True,False
2024-01-16 19:00:00,1,269,True,False,False
2024-01-16 20:00:00,5,91,False,True,False
2024-01-16 21:00:00,7,254,True,False,False
2024-01-16 22:00:00,6,175,True,False,False
2024-01-16 23:00:00,5,134,True,False,False
2024-01-17 00:00:00,4,247,True,False,False
2024-01-17 01:00:00,2,264,False,True,False
2024-01-17 02:00:00,4,33,False,False,True
2024-01-17 03:00:00,3,35,True,False,False
2024-01-17 04:00:00,1,61,False,True,False
2024-01-17 05:00:00,8,129,False,True,False
2024-01-17 06:00:00,5,297,True,False,False
2024-01-17 07:00:00,4,38,False,False,True
2024-01-17 08:00:00,8,85,True,False,False
2024-01-17 09:00:00,7,186,False,True,False
2024-01-17 10:00:00,2,92,False,False,True
2024-01-17 11:00:00,1,131,False,True,False
2024-01-17 12:00:00,4,293,True,False,False
2024-01-17 13:00:00,8,104,False,False,True
2024-01-17 14:00:00,2,158,False,True,False
2024-01-17 15:00:00,3,58,False,True,False
2024-01-17 16:00:00,1,124,False,True,False
2024-01-17 17:00:00,1,142,True,False,False
2024-01-17 18:00:00,3,237,False,False,True
2024-01-17 19:00:00,5,80,True,False,False
2024-01-17 20:00:00,3,119,True,False,False
2024-01-17 21:00:00,1,223,True,False,False
2024-01-17 22:00:00,1,277,False,False,True
2024-01-17 23:00:00,8,24,True,False,False
2024-01-18 00:00:00,2,216,True,False,False
2024-01-18 01:00:00,3,199,True,False,False
2024-01-18 02:00:00,2,152,True,False,False
2024-01-18 03:00:00,3,272,False,True,False
2024-01-18 04:00:00,7,284,True,False,False
2024-01-18 05:00:00,1,112,False,True,False
2024-01-18 06:00:00,8,169,True,False,False
2024-01-18 07:00:00,2,157,False,False,True
2024-01-18 08:00:00,3,227,False,True,False
2024-01-18 09:00:00,9,144,False,True,False
2024-01-18 10:00:00,7,253,False,True,False
2024-01-18 11:00:00,4,80,False,True,False
2024-01-18 12:00:00,5,285,False,False,True
2024-01-18 13:00:00,2,153,True,False,False
2024-01-18 14:00:00,8,132,False,True,False
2024-01-18 15:00:00,4,210,False,False,True
2024-01-18 16:00:00,9,206,False,True,False
2024-01-18 17:00:00,5,108,True,False,False
2024-01-18 18:00:00,9,206,False,True,False
2024-01-18 19:00:00,4,151,False,False,True
2024-01-18 20:00:00,5,142,True,False,False
2024-01-18 21:00:00,9,67,False,False,True
2024-01-18 22:00:00,8,198,True,False,False
2024-01-18 23:00:00,3,199,True,False,False
2024-01-19 00:00:00,1,118,True,False,False
2024-01-19 01:00:00,3,53,False,True,False
2024-01-19 02:00:00,4,89,False,False,True
2024-01-19 03:00:00,2,190,False,False,True
2024-01-19 04:00:00,1,291,False,False,True
2024-01-19 05:00:00,7,78,True,False,False
2024-01-19 06:00:00,8,200,False,True,False
2024-01-19 07:00:00,7,38,True,False,False
2024-01-19 08:00:00,5,245,False,False,True
2024-01-19 09:00:00,1,114,False,True,False
2024-01-19 10:00:00,7,100,False,True,False
2024-01-19 11:00:00,7,194,False,True,False
2024-01-19 12:00:00,9,241,False,False,True
2024-01-19 13:00:00,3,122,False,True,False
2024-01-19 14:00:00,9,73,False,True,False
2024-01-19 15:00:00,1,202,True,False,False
2024-01-19 16:00:00,1,87,True,False,False
2024-01-19 17:00:00,4,47,False,True,False
2024-01-19 18:00:00,9,293,False,True,False
2024-01-19 19:00:00,6,138,True,False,False
2024-01-19 20:00:00,3,153,True,False,False
2024-01-19 21:00:00,1,148,True,False,False
2024-01-19 22:00:00,4,27,False,False,True
2024-01-19 23:00:00,9,70,False,False,True
2024-01-20 00:00:00,3,194,True,False,False
2024-01-20 01:00:00,9,202,False,True,False
2024-01-20 02:00:00,7,211,True,False,False
2024-01-20 03:00:00,4,268,False,False,True
2024-01-20 04:00:00,3,254,False,True,False
2024-01-20 05:00:00,5,102,False,False,True
2024-01-20 06:00:00,5,112,False,True,False
2024-01-20 07:00:00,3,287,False,False,True
2024-01-20 08:00:00,9,139,False,True,False
2024-01-20 09:00:00,4,90,False,True,False
2024-01-20 10:00:00,5,36,False,True,False
2024-01-20 11:00:00,4,272,False,True,False
2024-01-20 12:00:00,5,141,False,False,True
2024-01-20 13:00:00,7,29,False,False,True
2024-01-20 14:00:00,9,292,False,True,False
2024-01-20 15:00:00,7,229,False,True,False
2024-01-20 16:00:00,5,237,False,False,True
2024-01-20 17:00:00,7,260,False,True,False
2024-01-20 18:00:00,5,219,False,True,False
2024-01-20 19:00:00,3,235,False,True,False
2024-01-20 20:00:00,7,224,True,False,False
2024-01-20 21:00:00,2,235,False,True,False
2024-01-20 22:00:00,9,99,True,False,False
2024-01-20 23:00:00,1,286,False,True,False
2024-01-21 00:00:00,6,54,False,False,True
2024-01-21 01:00:00,7,37,True,False,False
2024-01-21 02:00:00,8,184,True,False,False
2024-01-21 03:00:00,9,32,False,True,False
2024-01-21 04:00:00,2,221,False,True,False
2024-01-21 05:00:00,2,248,True,False,False
2024-01-21 06:00:00,5,20,False,False,True
2024-01-21 07:00:00,5,236,False,False,True
2024-01-21 08:00:00,6,53,False,True,False
2024-01-21 09:00:00,3,285,False,False,True
2024-01-21 10:00:00,8,147,False,False,True
2024-01-21 11:00:00,1,231,False,True,False
2024-01-21 12:00:00,6,282,False,False,True
2024-01-21 13:00:00,4,99,False,True,False
2024-01-21 14:00:00,1,184,True,False,False
2024-01-21 15:00:00,7,271,False,True,False
2024-01-21 16:00:00,9,31,True,False,False
2024-01-21 17:00:00,4,231,True,False,False
2024-01-21 18:00:00,4,131,False,False,True
2024-01-21 19:00:00,6,230,False,False,True
2024-01-21 20:00:00,3,258,False,False,True
2024-01-21 21:00:00,6,287,False,True,False
2024-01-21 22:00:00,7,77,False,False,True
2024-01-21 23:00:00,3,53,True,False,False
2024-01-22 00:00:00,7,282,False,False,True
2024-01-22 01:00:00,3,54,False,False,True
2024-01-22 02:00:00,2,290,False,True,False
2024-01-22 03:00:00,4,246,False,True,False
2024-01-22 04:00:00,8,44,True,False,False
2024-01-22 05:00:00,9,253,False,True,False
2024-01-22 06:00:00,7,78,False,False,True
2024-01-22 07:00:00,1,270,False,True,False
2024-01-22 08:00:00,3,105,True,False,False
2024-01-22 09:00:00,9,270,False,False,True
2024-01-22 10:00:00,1,199,True,False,False
2024-01-22 11:00:00,9,226,False,True,False
2024-01-22 12:00:00,8,168,False,True,False
2024-01-22 13:00:00,1,90,True,False,False
2024-01-22 14:00:00,6,140,False,False,True
2024-01-22 15:00:00,5,272,False,True,False
2024-01-22 16:00:00,6,112,False,True,False
2024-01-22 17:00:00,5,275,False,False,True
2024-01-22 18:00:00,6,273,False,True,False
2024-01-22 19:00:00,5,78,True,False,False
2024-01-22 20:00:00,5,88,False,True,False
2024-01-22 21:00:00,4,105,False,True,False
2024-01-22 22:00:00,3,293,False,False,True
2024-01-22 23:00:00,3,246,True,False,False
2024-01-23 00:00:00,4,100,False,False,True
2024-01-23 01:00:00,9,133,False,True,False
2024-01-23 02:00:00,2,203,False,True,False
2024-01-23 03:00:00,9,299,False,False,True
2024-01-23 04:00:00,1,73,False,False,True
2024-01-23 05:00:00,1,216,False,False,True
2024-01-23 06:00:00,5,199,True,False,False
2024-01-23 07:00:00,6,241,False,True,False
2024-01-23 08:00:00,6,293,False,False,True
2024-01-23 09:00:00,3,263,False,True,False
2024-01-23 10:00:00,7,173,True,False,False
2024-01-23 11:00:00,9,292,True,False,False
2024-01-23 12:00:00,8,154,True,False,False
2024-01-23 13:00:00,6,27,True,False,False
2024-01-23 14:00:00,8,147,False,True,False
2024-01-23 15:00:00,5,75,True,False,False
2024-01-23 16:00:00,8,145,True,False,False
2024-01-23 17:00:00,4,178,False,False,True
2024-01-23 18:00:00,8,78,True,False,False
2024-01-23 19:00:00,2,77,False,False,True
2024-01-23 20:00:00,5,159,True,False,False
2024-01-23 21:00:00,9,195,True,False,False
2024-01-23 22:00:00,4,127,False,False,True
2024-01-23 23:00:00,6,230,True,False,False
2024-01-24 00:00:00,1,93,False,True,False
2024-01-24 01:00:00,9,186,False,True,False
2024-01-24 02:00:00,1,252,True,False,False
2024-01-24 03:00:00,5,201,False,True,False
2024-01-24 04:00:00,4,141,False,False,True
2024-01-24 05:00:00,3,222,True,False,False
2024-01-24 06:00:00,6,48,True,False,False
2024-01-24 07:00:00,2,221,False,False,True
2024-01-24 08:00:00,3,112,False,False,True
2024-01-24 09:00:00,5,195,False,False,True
2024-01-24 10:00:00,9,230,True,False,False
2024-01-24 11:00:00,2,203,False,False,True
2024-01-24 12:00:00,8,114,False,False,True
2024-01-24 13:00:00,2,292,False,True,False
2024-01-24 14:00:00,5,156,False,True,False
2024-01-24 15:00:00,7,256,True,False,False
2024-01-24 16:00:00,8,284,False,True,False
2024-01-24 17:00:00,1,154,False,True,False
2024-01-24 18:00:00,6,163,False,False,True
2024-01-24 19:00:00,1,38,False,False,True
2024-01-24 20:00:00,2,250,False,True,False
2024-01-24 21:00:00,1,153,False,True,False
2024-01-24 22:00:00,5,133,False,True,False
2024-01-24 23:00:00,9,158,True,False,False
2024-01-25 00:00:00,6,144,True,False,False
2024-01-25 01:00:00,1,223,True,False,False
2024-01-25 02:00:00,1,80,False,True,False
2024-01-25 03:00:00,2,269,False,True,False
2024-01-25 04:00:00,9,32,True,False,False
2024-01-25 05:00:00,3,274,True,False,False
2024-01-25 06:00:00,1,104,False,True,False
2024-01-25 07:00:00,5,39,False,False,True
2024-01-25 08:00:00,7,69,True,False,False
2024-01-25 09:00:00,6,183,False,True,False
2024-01-25 10:00:00,1,111,False,True,False
2024-01-25 11:00:00,5,107,False,False,True
2024-01-25 12:00:00,5,88,False,True,False
2024-01-25 13:00:00,6,56,False,True,False
2024-01-25 14:00:00,3,272,True,False,False
2024-01-25 15:00:00,5,271,True,False,False
2024-01-25 16:00:00,7,159,False,False,True
2024-01-25 17:00:00,5,187,False,False,True
2024-01-25 18:00:00,5,73,False,True,False
2024-01-25 19:00:00,5,197,True,False,False
2024-01-25 20:00:00,3,125,False,False,True
2024-01-25 21:00:00,1,156,False,False,True
2024-01-25 22:00:00,5,209,False,False,True
2024-01-25 23:00:00,9,147,False,True,False
2024-01-26 00:00:00,1,66,True,False,False
2024-01-26 01:00:00,3,24,False,False,True
2024-01-26 02:00:00,4,276,True,False,False
